,SECUCODE
1496,300200.SZ
1497,300201.SZ
1498,300202.SZ
1499,300203.SZ
1500,300204.SZ
1501,300205.SZ
1502,300206.SZ
1503,300207.SZ
1504,300208.SZ
1505,300209.SZ
1506,300210.SZ
1507,300211.SZ
1508,300212.SZ
1509,300213.SZ
1510,300214.SZ
1511,300215.SZ
1512,300216.SZ
1513,300217.SZ
1514,300218.SZ
1515,300219.SZ
1516,300220.SZ
1517,300221.SZ
1518,300222.SZ
1519,300223.SZ
1520,300224.SZ
1521,300225.SZ
1522,300226.SZ
1523,300227.SZ
1524,300228.SZ
1525,300229.SZ
1526,300230.SZ
1527,300231.SZ
1528,300232.SZ
1529,300233.SZ
1530,300234.SZ
1531,300235.SZ
1532,300236.SZ
1533,300237.SZ
1534,300238.SZ
1535,300239.SZ
1536,300240.SZ
1537,300241.SZ
1538,300242.SZ
1539,300243.SZ
1540,300244.SZ
1541,300245.SZ
1542,300246.SZ
1543,300247.SZ
1544,300248.SZ
1545,300249.SZ
1546,300250.SZ
1547,300251.SZ
1548,300252.SZ
1549,300253.SZ
1550,300254.SZ
1551,300255.SZ
1552,300256.SZ
1553,300257.SZ
1554,300258.SZ
1555,300259.SZ
1556,300260.SZ
1557,300261.SZ
1558,300262.SZ
1559,300263.SZ
1560,300264.SZ
1561,300265.SZ
1562,300266.SZ
1563,300267.SZ
1564,300268.SZ
1565,300269.SZ
1566,300270.SZ
1567,300271.SZ
1568,300272.SZ
1569,300273.SZ
1570,300274.SZ
1571,300275.SZ
1572,300276.SZ
1573,300277.SZ
1574,300278.SZ
1575,300279.SZ
1576,300280.SZ
1577,300281.SZ
1578,300282.SZ
1579,300283.SZ
1580,300284.SZ
1581,300285.SZ
1582,300286.SZ
1583,300287.SZ
1584,300288.SZ
1585,300289.SZ
1586,300290.SZ
1587,300291.SZ
1588,300292.SZ
1589,300293.SZ
1590,300294.SZ
1591,300295.SZ
1592,300296.SZ
1593,300297.SZ
1594,300298.SZ
1595,300299.SZ
1596,300300.SZ
1597,300301.SZ
1598,300302.SZ
1599,300303.SZ
1600,300304.SZ
1601,300305.SZ
1602,300306.SZ
1603,300307.SZ
1604,300308.SZ
1605,300309.SZ
1606,300310.SZ
1607,300311.SZ
1608,300312.SZ
1609,300313.SZ
1610,300314.SZ
1611,300315.SZ
1612,300316.SZ
1613,300317.SZ
1614,300318.SZ
1615,300319.SZ
1616,300320.SZ
1617,300321.SZ
1618,300322.SZ
1619,300323.SZ
1620,300324.SZ
1621,300325.SZ
1622,300326.SZ
1623,300327.SZ
1624,300328.SZ
1625,300329.SZ
1626,300330.SZ
1627,300331.SZ
1628,300332.SZ
1629,300333.SZ
1630,300334.SZ
1631,300335.SZ
1632,300336.SZ
1633,300337.SZ
1634,300338.SZ
1635,300339.SZ
1636,300340.SZ
1637,300341.SZ
1638,300342.SZ
1639,300343.SZ
1640,300344.SZ
1641,300345.SZ
1642,300346.SZ
1643,300347.SZ
1644,300348.SZ
1645,300349.SZ
1646,300350.SZ
1647,300351.SZ
1648,300352.SZ
1649,300353.SZ
1650,300354.SZ
1651,300355.SZ
1652,300356.SZ
1653,300357.SZ
1654,300358.SZ
1655,300359.SZ
1656,300360.SZ
1657,300362.SZ
1658,300363.SZ
1659,300364.SZ
1660,300365.SZ
1661,300366.SZ
1662,300367.SZ
1663,300368.SZ
1664,300369.SZ
1665,300370.SZ
1666,300371.SZ
1667,300372.SZ
1668,300373.SZ
1669,300374.SZ
1670,300375.SZ
1671,300376.SZ
1672,300377.SZ
1673,300378.SZ
1674,300379.SZ
1675,300380.SZ
1676,300381.SZ
1677,300382.SZ
1678,300383.SZ
1679,300384.SZ
1680,300385.SZ
1681,300386.SZ
1682,300387.SZ
1683,300388.SZ
1684,300389.SZ
1685,300390.SZ
1686,300391.SZ
1687,300392.SZ
1688,300393.SZ
1689,300394.SZ
1690,300395.SZ
1691,300396.SZ
1692,300397.SZ
1693,300398.SZ
1694,300399.SZ
1695,300400.SZ
1696,300401.SZ
1697,300402.SZ
1698,300403.SZ
1699,300404.SZ
1700,300405.SZ
1701,300406.SZ
1702,300407.SZ
1703,300408.SZ
1704,300409.SZ
1705,300410.SZ
1706,300411.SZ
1707,300412.SZ
1708,300413.SZ
1709,300414.SZ
1710,300415.SZ
1711,300416.SZ
1712,300417.SZ
1713,300418.SZ
1714,300419.SZ
1715,300420.SZ
1716,300421.SZ
1717,300422.SZ
1718,300423.SZ
1719,300424.SZ
1720,300425.SZ
1721,300426.SZ
1722,300427.SZ
1723,300428.SZ
1724,300429.SZ
1725,300430.SZ
1726,300431.SZ
1727,300432.SZ
1728,300433.SZ
1729,300434.SZ
1730,300435.SZ
1731,300436.SZ
1732,300437.SZ
1733,300438.SZ
1734,300439.SZ
1735,300440.SZ
1736,300441.SZ
1737,300442.SZ
1738,300443.SZ
1739,300444.SZ
1740,300445.SZ
1741,300446.SZ
1742,300447.SZ
1743,300448.SZ
1744,300449.SZ
1745,300450.SZ
1746,300451.SZ
1747,300452.SZ
1748,300453.SZ
1749,300455.SZ
1750,300456.SZ
1751,300457.SZ
1752,300458.SZ
1753,300459.SZ
1754,300460.SZ
1755,300461.SZ
1756,300462.SZ
1757,300463.SZ
1758,300464.SZ
1759,300465.SZ
1760,300466.SZ
1761,300467.SZ
1762,300468.SZ
1763,300469.SZ
1764,300470.SZ
1765,300471.SZ
1766,300472.SZ
1767,300473.SZ
1768,300474.SZ
1769,300475.SZ
1770,300476.SZ
1771,300477.SZ
1772,300478.SZ
1773,300479.SZ
1774,300480.SZ
1775,300481.SZ
1776,300482.SZ
1777,300483.SZ
1778,300484.SZ
1779,300485.SZ
1780,300486.SZ
1781,300487.SZ
1782,300488.SZ
1783,300489.SZ
1784,300490.SZ
1785,300491.SZ
1786,300492.SZ
1787,300493.SZ
1788,300494.SZ
1789,300495.SZ
1790,300496.SZ
1791,300497.SZ
1792,300498.SZ
1793,300499.SZ
1794,300500.SZ
1795,300501.SZ
1796,300502.SZ
1797,300503.SZ
1798,300505.SZ
1799,300506.SZ
1800,300507.SZ
1801,300508.SZ
1802,300509.SZ
1803,300510.SZ
1804,300511.SZ
1805,300512.SZ
1806,300513.SZ
1807,300515.SZ
1808,300516.SZ
1809,300517.SZ
1810,300518.SZ
1811,300519.SZ
1812,300520.SZ
1813,300521.SZ
1814,300522.SZ
1815,300523.SZ
1816,300525.SZ
1817,300526.SZ
1818,300527.SZ
1819,300528.SZ
1820,300529.SZ
1821,300530.SZ
1822,300531.SZ
1823,300532.SZ
1824,300533.SZ
1825,300534.SZ
1826,300535.SZ
1827,300536.SZ
1828,300537.SZ
1829,300538.SZ
1830,300539.SZ
1831,300540.SZ
1832,300541.SZ
1833,300542.SZ
1834,300543.SZ
1835,300545.SZ
1836,300546.SZ
1837,300547.SZ
1838,300548.SZ
1839,300549.SZ
1840,300550.SZ
1841,300551.SZ
1842,300552.SZ
1843,300553.SZ
1844,300555.SZ
1845,300556.SZ
1846,300557.SZ
1847,300558.SZ
1848,300559.SZ
1849,300560.SZ
1850,300561.SZ
1851,300562.SZ
1852,300563.SZ
1853,300565.SZ
1854,300566.SZ
1855,300567.SZ
1856,300568.SZ
1857,300569.SZ
1858,300570.SZ
1859,300571.SZ
1860,300572.SZ
1861,300573.SZ
1862,300575.SZ
1863,300576.SZ
1864,300577.SZ
1865,300578.SZ
1866,300579.SZ
1867,300580.SZ
1868,300581.SZ
1869,300582.SZ
1870,300583.SZ
1871,300584.SZ
1872,300585.SZ
1873,300586.SZ
1874,300587.SZ
1875,300588.SZ
1876,300589.SZ
1877,300590.SZ
1878,300591.SZ
1879,300592.SZ
1880,300593.SZ
1881,300595.SZ
1882,300596.SZ
1883,300597.SZ
1884,300598.SZ
1885,300599.SZ
1886,300600.SZ
1887,300601.SZ
1888,300602.SZ
1889,300603.SZ
1890,300605.SZ
1891,300606.SZ
1892,300607.SZ
1893,300608.SZ
1894,300609.SZ
1895,300610.SZ
1896,300612.SZ
1897,300615.SZ
1898,600000.SH
1899,600004.SH
1900,600006.SH
1901,600007.SH
1902,600008.SH
1903,600009.SH
1904,600010.SH
1905,600011.SH
1906,600012.SH
1907,600015.SH
1908,600016.SH
1909,600017.SH
1910,600018.SH
1911,600019.SH
1912,600020.SH
1913,600021.SH
1914,600022.SH
1915,600023.SH
1916,600026.SH
1917,600027.SH
1918,600028.SH
1919,600029.SH
1920,600030.SH
1921,600031.SH
1922,600033.SH
1923,600035.SH
1924,600036.SH
1925,600037.SH
1926,600038.SH
1927,600039.SH
1928,600048.SH
1929,600050.SH
1930,600051.SH
1931,600052.SH
1932,600053.SH
1933,600054.SH
1934,600055.SH
1935,600056.SH
1936,600057.SH
1937,600058.SH
1938,600059.SH
1939,600060.SH
1940,600061.SH
1941,600062.SH
1942,600063.SH
1943,600064.SH
1944,600066.SH
1945,600067.SH
1946,600068.SH
1947,600069.SH
1948,600070.SH
1949,600071.SH
1950,600072.SH
1951,600073.SH
1952,600074.SH
1953,600075.SH
1954,600076.SH
1955,600077.SH
1956,600078.SH
1957,600079.SH
1958,600080.SH
1959,600081.SH
1960,600082.SH
1961,600083.SH
1962,600084.SH
1963,600085.SH
1964,600086.SH
1965,600088.SH
1966,600089.SH
1967,600090.SH
1968,600091.SH
1969,600093.SH
1970,600094.SH
1971,600095.SH
1972,600096.SH
1973,600097.SH
1974,600098.SH
1975,600099.SH
1976,600100.SH
1977,600101.SH
1978,600103.SH
1979,600104.SH
1980,600105.SH
1981,600106.SH
1982,600107.SH
1983,600108.SH
1984,600109.SH
1985,600110.SH
1986,600111.SH
1987,600112.SH
1988,600113.SH
1989,600114.SH
1990,600115.SH
1991,600116.SH
1992,600117.SH
1993,600118.SH
1994,600119.SH
1995,600120.SH
1996,600121.SH
1997,600122.SH
1998,600123.SH
1999,600125.SH
2000,600126.SH
2001,600127.SH
2002,600128.SH
2003,600129.SH
2004,600130.SH
2005,600131.SH
2006,600132.SH
2007,600133.SH
2008,600135.SH
2009,600136.SH
2010,600137.SH
2011,600138.SH
2012,600139.SH
2013,600141.SH
2014,600143.SH
2015,600145.SH
2016,600146.SH
2017,600148.SH
2018,600149.SH
2019,600150.SH
2020,600151.SH
2021,600152.SH
2022,600153.SH
2023,600155.SH
2024,600156.SH
2025,600157.SH
2026,600158.SH
2027,600159.SH
2028,600160.SH
2029,600161.SH
2030,600162.SH
2031,600163.SH
2032,600165.SH
2033,600166.SH
2034,600167.SH
2035,600168.SH
2036,600169.SH
2037,600170.SH
2038,600171.SH
2039,600172.SH
2040,600173.SH
2041,600175.SH
2042,600176.SH
2043,600177.SH
2044,600178.SH
2045,600179.SH
2046,600180.SH
2047,600182.SH
2048,600183.SH
2049,600184.SH
2050,600185.SH
2051,600186.SH
2052,600187.SH
2053,600188.SH
2054,600189.SH
2055,600190.SH
2056,600191.SH
2057,600192.SH
2058,600193.SH
2059,600195.SH
2060,600196.SH
2061,600197.SH
2062,600198.SH
2063,600199.SH
2064,600200.SH
2065,600201.SH
2066,600202.SH
2067,600203.SH
2068,600206.SH
2069,600207.SH
2070,600208.SH
2071,600209.SH
2072,600210.SH
2073,600211.SH
2074,600212.SH
2075,600213.SH
2076,600215.SH
2077,600216.SH
2078,600217.SH
2079,600218.SH
2080,600219.SH
2081,600220.SH
2082,600221.SH
2083,600222.SH
2084,600223.SH
2085,600225.SH
2086,600226.SH
2087,600227.SH
2088,600228.SH
2089,600229.SH
2090,600230.SH
2091,600231.SH
2092,600232.SH
2093,600233.SH
2094,600234.SH
2095,600235.SH
2096,600236.SH
2097,600237.SH
2098,600238.SH
2099,600239.SH
2100,600240.SH
2101,600241.SH
2102,600242.SH
2103,600243.SH
2104,600246.SH
2105,600247.SH
2106,600248.SH
2107,600249.SH
2108,600250.SH
2109,600251.SH
2110,600252.SH
2111,600255.SH
2112,600256.SH
2113,600257.SH
2114,600258.SH
2115,600259.SH
2116,600260.SH
2117,600261.SH
2118,600262.SH
2119,600265.SH
2120,600266.SH
2121,600267.SH
2122,600268.SH
2123,600269.SH
2124,600270.SH
2125,600271.SH
2126,600272.SH
2127,600273.SH
2128,600275.SH
2129,600276.SH
2130,600277.SH
2131,600278.SH
2132,600279.SH
2133,600280.SH
2134,600281.SH
2135,600282.SH
2136,600283.SH
2137,600284.SH
2138,600285.SH
2139,600287.SH
2140,600288.SH
2141,600289.SH
2142,600290.SH
2143,600291.SH
2144,600292.SH
2145,600293.SH
2146,600295.SH
2147,600297.SH
2148,600298.SH
2149,600299.SH
2150,600300.SH
2151,600301.SH
2152,600302.SH
2153,600303.SH
2154,600305.SH
2155,600306.SH
2156,600307.SH
2157,600308.SH
2158,600309.SH
2159,600310.SH
2160,600311.SH
2161,600312.SH
2162,600313.SH
2163,600315.SH
2164,600316.SH
2165,600317.SH
2166,600318.SH
2167,600319.SH
2168,600320.SH
2169,600321.SH
2170,600322.SH
2171,600323.SH
2172,600325.SH
2173,600326.SH
2174,600327.SH
2175,600328.SH
2176,600329.SH
2177,600330.SH
2178,600331.SH
2179,600332.SH
2180,600333.SH
2181,600335.SH
2182,600336.SH
2183,600337.SH
2184,600338.SH
2185,600339.SH
2186,600340.SH
2187,600343.SH
2188,600345.SH
2189,600346.SH
2190,600348.SH
2191,600350.SH
2192,600351.SH
2193,600352.SH
2194,600353.SH
2195,600354.SH
2196,600355.SH
2197,600356.SH
2198,600358.SH
2199,600359.SH
2200,600360.SH
2201,600361.SH
2202,600362.SH
2203,600363.SH
2204,600365.SH
2205,600366.SH
2206,600367.SH
2207,600368.SH
2208,600369.SH
2209,600370.SH
2210,600371.SH
2211,600372.SH
2212,600373.SH
2213,600375.SH
2214,600376.SH
2215,600377.SH
2216,600378.SH
2217,600379.SH
2218,600380.SH
2219,600381.SH
2220,600382.SH
2221,600383.SH
2222,600385.SH
2223,600386.SH
2224,600387.SH
2225,600388.SH
2226,600389.SH
2227,600390.SH
2228,600391.SH
2229,600392.SH
2230,600393.SH
2231,600395.SH
2232,600396.SH
2233,600397.SH
2234,600398.SH
2235,600399.SH
2236,600400.SH
2237,600401.SH
2238,600403.SH
2239,600405.SH
2240,600406.SH
2241,600408.SH
2242,600409.SH
2243,600410.SH
2244,600415.SH
2245,600416.SH
2246,600418.SH
2247,600419.SH
2248,600420.SH
2249,600421.SH
2250,600422.SH
2251,600423.SH
2252,600425.SH
2253,600426.SH
2254,600428.SH
2255,600429.SH
2256,600432.SH
2257,600433.SH
2258,600435.SH
2259,600436.SH
2260,600438.SH
2261,600439.SH
2262,600444.SH
2263,600446.SH
2264,600448.SH
2265,600449.SH
2266,600452.SH
2267,600455.SH
2268,600456.SH
2269,600458.SH
2270,600459.SH
2271,600460.SH
2272,600461.SH
2273,600462.SH
2274,600463.SH
2275,600466.SH
2276,600467.SH
2277,600468.SH
2278,600469.SH
2279,600470.SH
2280,600475.SH
2281,600476.SH
2282,600477.SH
2283,600478.SH
2284,600479.SH
2285,600480.SH
2286,600481.SH
2287,600482.SH
2288,600483.SH
2289,600485.SH
2290,600486.SH
2291,600487.SH
2292,600488.SH
2293,600489.SH
2294,600490.SH
2295,600491.SH
2296,600493.SH
2297,600495.SH
2298,600496.SH
2299,600497.SH
2300,600498.SH
2301,600499.SH
2302,600500.SH
2303,600501.SH
2304,600502.SH
2305,600503.SH
2306,600505.SH
2307,600506.SH
2308,600507.SH
2309,600508.SH
2310,600509.SH
2311,600510.SH
2312,600511.SH
2313,600512.SH
2314,600513.SH
2315,600515.SH
2316,600516.SH
2317,600517.SH
2318,600518.SH
2319,600519.SH
2320,600520.SH
2321,600521.SH
2322,600522.SH
2323,600523.SH
2324,600525.SH
2325,600526.SH
2326,600527.SH
2327,600528.SH
2328,600529.SH
2329,600530.SH
2330,600531.SH
2331,600532.SH
2332,600533.SH
2333,600535.SH
2334,600536.SH
2335,600537.SH
2336,600538.SH
2337,600539.SH
2338,600540.SH
2339,600543.SH
2340,600545.SH
2341,600546.SH
2342,600547.SH
2343,600548.SH
2344,600549.SH
2345,600550.SH
2346,600551.SH
2347,600552.SH
2348,600555.SH
2349,600556.SH
2350,600557.SH
2351,600558.SH
2352,600559.SH
2353,600560.SH
2354,600561.SH
2355,600562.SH
2356,600563.SH
2357,600565.SH
2358,600566.SH
2359,600567.SH
2360,600568.SH
2361,600569.SH
2362,600570.SH
2363,600571.SH
2364,600572.SH
2365,600573.SH
2366,600575.SH
2367,600576.SH
2368,600577.SH
2369,600578.SH
2370,600579.SH
2371,600580.SH
2372,600581.SH
2373,600582.SH
2374,600583.SH
2375,600584.SH
2376,600585.SH
2377,600586.SH
2378,600587.SH
2379,600588.SH
2380,600589.SH
2381,600590.SH
2382,600592.SH
2383,600593.SH
2384,600594.SH
2385,600595.SH
2386,600596.SH
2387,600597.SH
2388,600598.SH
2389,600599.SH
2390,600600.SH
2391,600601.SH
2392,600602.SH
2393,600603.SH
2394,600604.SH
2395,600605.SH
2396,600606.SH
2397,600608.SH
2398,600609.SH
2399,600610.SH
2400,600611.SH
2401,600612.SH
2402,600613.SH
2403,600614.SH
2404,600615.SH
2405,600616.SH
2406,600617.SH
2407,600618.SH
2408,600619.SH
2409,600620.SH
2410,600621.SH
2411,600622.SH
2412,600623.SH
2413,600624.SH
2414,600626.SH
2415,600628.SH
2416,600629.SH
2417,600630.SH
2418,600633.SH
2419,600634.SH
2420,600635.SH
2421,600636.SH
2422,600637.SH
2423,600638.SH
2424,600639.SH
2425,600640.SH
2426,600641.SH
2427,600642.SH
2428,600643.SH
2429,600644.SH
2430,600645.SH
2431,600647.SH
2432,600648.SH
2433,600649.SH
2434,600650.SH
2435,600651.SH
2436,600652.SH
2437,600653.SH
2438,600654.SH
2439,600655.SH
2440,600657.SH
2441,600658.SH
2442,600660.SH
2443,600661.SH
2444,600662.SH
2445,600663.SH
2446,600664.SH
2447,600665.SH
2448,600666.SH
2449,600667.SH
2450,600668.SH
2451,600671.SH
2452,600673.SH
2453,600674.SH
2454,600675.SH
2455,600676.SH
2456,600677.SH
2457,600678.SH
2458,600679.SH
2459,600680.SH
2460,600681.SH
2461,600682.SH
2462,600683.SH
2463,600684.SH
2464,600685.SH
2465,600686.SH
2466,600687.SH
2467,600688.SH
2468,600689.SH
2469,600690.SH
2470,600691.SH
2471,600692.SH
2472,600693.SH
2473,600694.SH
2474,600695.SH
2475,600696.SH
2476,600697.SH
2477,600698.SH
2478,600699.SH
2479,600701.SH
2480,600702.SH
2481,600703.SH
2482,600704.SH
2483,600705.SH
2484,600706.SH
2485,600707.SH
2486,600708.SH
2487,600710.SH
2488,600711.SH
2489,600712.SH
2490,600713.SH
2491,600714.SH
2492,600715.SH
2493,600716.SH
2494,600717.SH
2495,600718.SH
2496,600719.SH
2497,600720.SH
2498,600721.SH
2499,600722.SH
2500,600723.SH
2501,600724.SH
2502,600725.SH
2503,600726.SH
2504,600727.SH
2505,600728.SH
2506,600729.SH
2507,600730.SH
2508,600731.SH
2509,600732.SH
2510,600733.SH
2511,600734.SH
2512,600735.SH
2513,600736.SH
2514,600737.SH
2515,600738.SH
2516,600739.SH
2517,600740.SH
2518,600741.SH
2519,600742.SH
2520,600743.SH
2521,600744.SH
2522,600745.SH
2523,600746.SH
2524,600747.SH
2525,600748.SH
2526,600749.SH
2527,600750.SH
2528,600751.SH
2529,600753.SH
2530,600754.SH
2531,600755.SH
2532,600756.SH
2533,600757.SH
2534,600758.SH
2535,600759.SH
2536,600760.SH
2537,600761.SH
2538,600763.SH
2539,600764.SH
2540,600765.SH
2541,600766.SH
2542,600767.SH
2543,600768.SH
2544,600769.SH
2545,600770.SH
2546,600771.SH
2547,600773.SH
2548,600774.SH
2549,600775.SH
2550,600776.SH
2551,600777.SH
2552,600778.SH
2553,600779.SH
2554,600780.SH
2555,600781.SH
2556,600782.SH
2557,600783.SH
2558,600784.SH
2559,600785.SH
2560,600787.SH
2561,600789.SH
2562,600790.SH
2563,600791.SH
2564,600792.SH
2565,600793.SH
2566,600794.SH
2567,600795.SH
2568,600796.SH
2569,600797.SH
2570,600798.SH
2571,600800.SH
2572,600801.SH
2573,600802.SH
2574,600803.SH
2575,600804.SH
2576,600805.SH
2577,600806.SH
2578,600807.SH
2579,600808.SH
2580,600809.SH
2581,600810.SH
2582,600811.SH
2583,600812.SH
2584,600814.SH
2585,600815.SH
2586,600816.SH
2587,600817.SH
2588,600818.SH
2589,600819.SH
2590,600820.SH
2591,600821.SH
2592,600822.SH
2593,600823.SH
2594,600824.SH
2595,600825.SH
2596,600826.SH
2597,600827.SH
2598,600828.SH
2599,600829.SH
2600,600830.SH
2601,600831.SH
2602,600833.SH
2603,600834.SH
2604,600835.SH
2605,600836.SH
2606,600837.SH
2607,600838.SH
2608,600839.SH
2609,600841.SH
2610,600843.SH
2611,600844.SH
2612,600845.SH
2613,600846.SH
2614,600847.SH
2615,600848.SH
2616,600850.SH
2617,600851.SH
2618,600853.SH
2619,600854.SH
2620,600855.SH
2621,600856.SH
2622,600857.SH
2623,600858.SH
2624,600859.SH
2625,600860.SH
2626,600861.SH
2627,600862.SH
2628,600863.SH
2629,600864.SH
2630,600865.SH
2631,600866.SH
2632,600867.SH
2633,600868.SH
2634,600869.SH
2635,600870.SH
2636,600871.SH
2637,600872.SH
2638,600873.SH
2639,600874.SH
2640,600875.SH
2641,600876.SH
2642,600877.SH
2643,600879.SH
2644,600880.SH
2645,600881.SH
2646,600882.SH
2647,600883.SH
2648,600884.SH
2649,600885.SH
2650,600886.SH
2651,600887.SH
2652,600888.SH
2653,600889.SH
2654,600890.SH
2655,600891.SH
2656,600892.SH
2657,600893.SH
2658,600894.SH
2659,600895.SH
2660,600896.SH
2661,600897.SH
2662,600898.SH
2663,600900.SH
2664,600908.SH
2665,600909.SH
2666,600917.SH
2667,600919.SH
2668,600926.SH
2669,600936.SH
2670,600958.SH
2671,600959.SH
2672,600960.SH
2673,600961.SH
2674,600962.SH
2675,600963.SH
2676,600965.SH
2677,600966.SH
2678,600967.SH
2679,600969.SH
2680,600970.SH
2681,600971.SH
2682,600973.SH
2683,600975.SH
2684,600976.SH
2685,600977.SH
2686,600978.SH
2687,600979.SH
2688,600980.SH
2689,600981.SH
2690,600982.SH
2691,600983.SH
2692,600984.SH
2693,600985.SH
2694,600986.SH
2695,600987.SH
2696,600988.SH
2697,600990.SH
2698,600992.SH
2699,600993.SH
2700,600995.SH
2701,600996.SH
2702,600997.SH
2703,600998.SH
2704,600999.SH
2705,601000.SH
2706,601001.SH
2707,601002.SH
2708,601003.SH
2709,601005.SH
2710,601006.SH
2711,601007.SH
2712,601008.SH
2713,601009.SH
2714,601010.SH
2715,601011.SH
2716,601012.SH
2717,601015.SH
2718,601016.SH
2719,601018.SH
2720,601020.SH
2721,601021.SH
2722,601028.SH
2723,601038.SH
2724,601058.SH
2725,601069.SH
2726,601088.SH
2727,601098.SH
2728,601099.SH
2729,601100.SH
2730,601101.SH
2731,601106.SH
2732,601107.SH
2733,601111.SH
2734,601113.SH
2735,601116.SH
2736,601117.SH
2737,601118.SH
2738,601126.SH
2739,601127.SH
2740,601128.SH
2741,601137.SH
2742,601139.SH
2743,601155.SH
2744,601158.SH
2745,601163.SH
2746,601166.SH
2747,601168.SH
2748,601169.SH
2749,601177.SH
2750,601179.SH
2751,601186.SH
2752,601188.SH
2753,601198.SH
2754,601199.SH
2755,601208.SH
2756,601211.SH
2757,601212.SH
2758,601216.SH
2759,601218.SH
2760,601222.SH
2761,601225.SH
2762,601226.SH
2763,601229.SH
2764,601231.SH
2765,601233.SH
2766,601238.SH
2767,601258.SH
2768,601288.SH
2769,601311.SH
2770,601318.SH
2771,601328.SH
2772,601333.SH
2773,601336.SH
2774,601339.SH
2775,601368.SH
2776,601369.SH
2777,601375.SH
2778,601377.SH
2779,601388.SH
2780,601390.SH
2781,601398.SH
2782,601500.SH
2783,601515.SH
2784,601518.SH
2785,601519.SH
2786,601555.SH
2787,601558.SH
2788,601566.SH
2789,601567.SH
2790,601579.SH
2791,601588.SH
2792,601595.SH
2793,601599.SH
2794,601600.SH
2795,601601.SH
2796,601607.SH
2797,601608.SH
2798,601611.SH
2799,601616.SH
2800,601618.SH
2801,601628.SH
2802,601633.SH
2803,601636.SH
2804,601666.SH
2805,601668.SH
2806,601669.SH
2807,601677.SH
2808,601678.SH
2809,601688.SH
2810,601689.SH
2811,601699.SH
2812,601700.SH
2813,601717.SH
2814,601718.SH
2815,601727.SH
2816,601766.SH
2817,601777.SH
2818,601788.SH
2819,601789.SH
2820,601798.SH
2821,601799.SH
2822,601800.SH
2823,601801.SH
2824,601808.SH
2825,601811.SH
2826,601818.SH
2827,601857.SH
2828,601858.SH
2829,601866.SH
2830,601872.SH
2831,601877.SH
2832,601880.SH
2833,601881.SH
2834,601882.SH
2835,601886.SH
2836,601888.SH
2837,601890.SH
2838,601898.SH
2839,601899.SH
2840,601900.SH
2841,601901.SH
2842,601908.SH
2843,601918.SH
2844,601919.SH
2845,601928.SH
2846,601929.SH
2847,601933.SH
2848,601939.SH
2849,601958.SH
2850,601965.SH
2851,601966.SH
2852,601968.SH
2853,601969.SH
2854,601985.SH
2855,601988.SH
2856,601989.SH
2857,601991.SH
2858,601992.SH
2859,601996.SH
2860,601997.SH
2861,601998.SH
2862,601999.SH
2863,603000.SH
2864,603001.SH
2865,603002.SH
2866,603003.SH
2867,603005.SH
2868,603006.SH
2869,603007.SH
2870,603008.SH
2871,603009.SH
2872,603010.SH
2873,603011.SH
2874,603012.SH
2875,603015.SH
2876,603016.SH
2877,603017.SH
2878,603018.SH
2879,603019.SH
2880,603020.SH
2881,603021.SH
2882,603022.SH
2883,603023.SH
2884,603025.SH
2885,603026.SH
2886,603027.SH
2887,603028.SH
2888,603029.SH
2889,603030.SH
2890,603031.SH
2891,603032.SH
2892,603033.SH
2893,603035.SH
2894,603036.SH
2895,603037.SH
2896,603038.SH
2897,603039.SH
2898,603040.SH
2899,603058.SH
2900,603060.SH
2901,603066.SH
2902,603067.SH
2903,603069.SH
2904,603077.SH
2905,603085.SH
2906,603088.SH
2907,603089.SH
2908,603090.SH
2909,603098.SH
2910,603099.SH
2911,603100.SH
2912,603101.SH
2913,603108.SH
2914,603111.SH
2915,603116.SH
2916,603117.SH
2917,603118.SH
2918,603123.SH
2919,603126.SH
2920,603128.SH
2921,603131.SH
2922,603158.SH
2923,603159.SH
2924,603160.SH
2925,603165.SH
2926,603166.SH
2927,603167.SH
2928,603168.SH
2929,603169.SH
2930,603177.SH
2931,603186.SH
2932,603188.SH
2933,603189.SH
2934,603198.SH
2935,603199.SH
2936,603203.SH
2937,603208.SH
2938,603218.SH
2939,603222.SH
2940,603223.SH
2941,603227.SH
2942,603228.SH
2943,603239.SH
2944,603258.SH
2945,603266.SH
2946,603268.SH
2947,603288.SH
2948,603298.SH
2949,603299.SH
2950,603300.SH
2951,603306.SH
2952,603308.SH
2953,603309.SH
2954,603311.SH
2955,603313.SH
2956,603315.SH
2957,603318.SH
2958,603319.SH
2959,603322.SH
2960,603323.SH
2961,603328.SH
2962,603330.SH
2963,603333.SH
2964,603336.SH
2965,603337.SH
2966,603338.SH
2967,603339.SH
2968,603355.SH
2969,603358.SH
2970,603360.SH
2971,603366.SH
2972,603368.SH
2973,603369.SH
2974,603377.SH
2975,603389.SH
2976,603393.SH
2977,603398.SH
2978,603399.SH
2979,603416.SH
2980,603421.SH
2981,603429.SH
2982,603444.SH
2983,603456.SH
2984,603508.SH
2985,603515.SH
2986,603518.SH
2987,603519.SH
2988,603520.SH
2989,603528.SH
2990,603555.SH
2991,603556.SH
2992,603558.SH
2993,603559.SH
2994,603566.SH
2995,603567.SH
2996,603568.SH
2997,603569.SH
2998,603577.SH
2999,603579.SH
3000,603585.SH
3001,603588.SH
3002,603589.SH
3003,603598.SH
3004,603599.SH
3005,603600.SH
